team,lat,lng,points
1,19.462935,-99.110162,5090
1,19.460695,-99.10572,8069
2,19.469959,-99.10136,8463
1,19.458163,-99.114092,2000
1,19.469296,-99.109763,2000
2,19.599617,-99.048765,8814
1,19.59739,-99.052488,2000
1,19.470402,-99.105915,2000
1,19.39335,-99.181745,5068
2,19.627129,-99.319475,10300
2,19.623307,-99.317097,1068
1,19.625598,-99.316412,4000
1,19.649991,-99.116354,3000
1,19.655446,-99.108712,33204
2,19.281392,-99.180532,6519
2,19.351105,-99.044595,11519
1,19.651177,-99.103001,7946
2,19.597234,-99.226413,6528
2,19.594741,-99.228867,6000
1,19.371796,-99.343092,4000
1,19.357952,-99.341251,2000
1,19.683885,-99.103601,2000
