pokestop_id,enabled,latitude,longitude,last_modified,lure_expiration,active_pokemon_id
434edf1909c04299b5d24a4c1032f79d.16,1,19.419392,-99.180508,2016-07-24 09:08:11.016000,,
34792644469a40a1abccc34b1f34d62b.16,1,19.429587,-99.178005,2016-07-23 20:25:18.527000,,
3a9c07709b0944c6aec4fc01b09a9b02.16,1,19.420447,-99.180556,2016-07-23 08:18:21.386000,,
bed184baae274d928168da8f6e5b3552.16,1,19.419827,-99.183739,2016-07-20 02:31:20.009000,,
3069bc2ff28241c98ff3d5bc3cd1c013.16,1,19.421508,-99.176987,2016-07-24 21:24:52.242000,,
0b9af07da31e499d8a98054e7c28cdb5.16,1,19.42112,-99.179579,2016-07-24 22:05:47.783000,2016-07-24 22:20:47.695000,74
a596814f7e4c4bd2ba514feb8521d642.16,1,19.421058,-99.173431,2016-07-01 01:56:21.696000,,
fef7c6bfa98c41f586a22af25f77af1e.11,1,19.421206,-99.176483,2016-07-24 14:26:25.931000,,
6fe6220f60814287af5c4407477c55ab.16,1,19.421827,-99.181912,2016-07-24 18:46:10.232000,,
4babd07ce2174cf9a996fade0cb036dd.16,1,19.419998,-99.183048,2016-07-24 18:00:10.539000,,
1f50dbaa13494935aad4ab97a80eb615.16,1,19.424886,-99.17864,2016-07-24 20:25:48.114000,,
2fe8a4199ac345248551acba2f742dcf.16,1,19.423474,-99.173957,2016-07-24 20:15:16.078000,,
686d283eb9e24b60b15f7d556d2f4aa9.16,1,19.419627,-99.181049,2016-07-24 19:38:20.155000,,
f82d05590b884e85ae5695237b3b5c80.11,1,19.42147,-99.179406,2016-07-24 20:38:14.435000,,
b3060ac6782746daaa182e4619a0070f.16,1,19.42285,-99.174932,2016-07-24 00:04:34.523000,,
427078afeede4ff195467ffd12054090.16,1,19.421413,-99.178535,2016-07-23 19:50:33.650000,,
431950baf784424ca57c376bc41d0895.16,1,19.422551,-99.177402,2016-07-23 15:10:44.975000,,
749ef5952b35492b887a5ff02cb0984e.16,1,19.423486,-99.17879,2016-07-01 01:56:21.696000,,
ed056a0386234353adc7a651975f11b4.16,1,19.424673,-99.173612,2016-07-21 20:24:27.246000,,
5db638f3e9f0433dbe49fc4ebf767bd6.16,1,19.425348,-99.177185,2016-07-24 16:30:59.160000,,
90f8c9916a84422d8b7a682ce5cbf695.11,1,19.42867,-99.173828,2016-07-21 22:09:20.336000,,
acef90e46dbd4f7a88b4c6e84f348204.16,1,19.424085,-99.174446,2016-07-24 20:47:06.890000,,
f7dda16427d84bc8801899710d17b5fa.16,1,19.429356,-99.173193,2016-07-24 18:25:12.736000,,
958a1a23bcb241748b995e7fc712394c.16,1,19.422046,-99.175875,2016-07-21 19:57:52.937000,,
0578edc9e10a4e6e8866c317dfae3936.16,1,19.420752,-99.18105,2016-07-23 17:37:33.049000,,
fca54c0afc4944c58ecb72386a4c0866.16,1,19.420801,-99.17627,2016-07-22 15:51:40.757000,,
13d4c5ea51cf4ba2ac32aca6949ba9e2.16,1,19.425949,-99.171051,2016-07-24 18:28:49.164000,,
f69f5dfcef284c6290b7415458140f55.16,1,19.423803,-99.1753,2016-07-24 13:50:50.854000,,
3694a21669564661bea13979ab5b0f64.16,1,19.425584,-99.17222,2016-07-24 18:08:41.730000,,
e6af6ce72d5141e3828649dd1f4c744e.16,1,19.425076,-99.178067,2016-07-24 12:40:12.223000,,
cc7c54a72fa04e03939282b3e7d90473.16,1,19.42004,-99.179789,2016-07-23 16:39:25.494000,,
5de272b1700749e0919b39c9e7877793.16,1,19.428593,-99.173141,2016-07-19 23:52:43.424000,,
edf4bb549dba4b7693642d27372b453e.16,1,19.42157,-99.18146,2016-07-24 19:00:48.468000,,
622ecc16bcbe4786be94fd4fad98ef44.16,1,19.427002,-99.17759,2016-07-23 06:26:56.951000,,
a879714e288847aba77ac0e4f0e281d6.16,1,19.42981,-99.174656,2016-07-23 05:14:15.104000,,
b57dcbc63dfd40208b4b08219f6caa7f.16,1,19.427836,-99.178395,2016-07-23 03:13:14.825000,,
65f5508c346242318c711ab302f233ed.16,1,19.422266,-99.175057,2016-07-22 15:12:44.102000,,
e5150e7352f9474badc4ed59af46c16a.16,1,19.423154,-99.176198,2016-07-24 19:19:45.126000,,
181966d68d714e30b1e61fb15a85e333.16,1,19.420809,-99.178474,2016-07-24 19:24:37.424000,,
40a1a0f1d0d74eefad8489f3a323820c.16,1,19.404205,-99.189633,2016-07-01 01:56:21.697000,,
903bc869fa5f43b8b308722381e83e7c.16,1,19.396778,-99.185028,2016-07-23 17:49:30.047000,,
3b1d070a85a04ed29492315f9d684468.16,1,19.39957,-99.185737,2016-07-24 09:50:39.918000,,
c37f4f51dc824693a5cb8a19b5d26ec8.16,1,19.396747,-99.189255,2016-07-23 19:14:44.567000,,
09d19ac0317f47d3be07c716698efd21.16,1,19.406049,-99.189755,2016-07-24 17:29:00.494000,,
eb727ceb255444039b82a779f61e1213.16,1,19.406503,-99.184687,2016-07-24 00:43:40.690000,,
80a424b3e6434f02a8b11a3f530332a8.16,1,19.402737,-99.188312,2016-07-01 01:56:21.697000,,
2be10242c3684c2088a21e970a34ccfb.16,1,19.397627,-99.188726,2016-07-24 22:16:21.461000,2016-07-24 22:19:21.422000,58
14be21f4db884c5d9494aa3070506867.16,1,19.407908,-99.187868,2016-07-24 20:40:01.536000,,
26c207c027d548d4a6025cc76f9e494d.11,1,19.407221,-99.184461,2016-07-24 20:46:10.797000,,
af6c2927a8064c1ca832bba68acd0d70.16,1,19.402144,-99.18841,2016-07-24 18:12:31.613000,,
e3df690688be4ce69a16ace0dd187916.16,1,19.405344,-99.189202,2016-07-20 02:50:01.225000,,
4f9f53fbce1a47758418b813c9bd3874.16,1,19.40731,-99.189799,2016-07-23 19:41:37.595000,,
61e93be42fb244caa0c9a269c3a4fc86.16,1,19.406337,-99.189816,2016-07-24 17:51:52.724000,,
43bf042e78da4cbe88bfef898781254d.16,1,19.407118,-99.186968,2016-07-22 03:01:51.502000,,
1652fb8e004f49fdb6c10dcc5e15b1f8.16,1,19.407175,-99.185102,2016-07-24 19:48:28.823000,,
e25a2cb93a514feb95fb02b12e7b37d2.16,1,19.4125,-99.188482,2016-07-24 20:28:42.716000,,
0ebe252951c84c799422a62586506591.16,1,19.401345,-99.185578,2016-07-24 20:14:29.815000,,
c2e529ea30f1459aa1b2079771b6bd75.16,1,19.400796,-99.184993,2016-07-24 02:02:20.349000,,
d46b46b9940e41f9a16a075107919279.16,1,19.39601,-99.189493,2016-07-01 01:56:21.698000,,
6b565264b52540b78a716cc426f4f8a8.16,1,19.406649,-99.186044,2016-07-17 04:49:59.127000,,
14ba44e3f59f4d7f81ecfc24582e1042.16,1,19.39578,-99.189411,2016-07-01 01:56:21.698000,,
5cd7cce1c2f84aedbe2f717525354664.16,1,19.405608,-99.188693,2016-07-22 21:45:37.630000,,
06374ac7049541aea26c006493dd226c.16,1,19.407849,-99.188797,2016-07-24 19:47:11.470000,,
7929cb026de8400a83b747820a23486d.16,1,19.407535,-99.187839,2016-07-24 19:42:39.144000,,
924fb0e980174a93b7f574507bfd9926.16,1,19.399482,-99.188145,2016-07-20 18:21:26.907000,,
712cc36134eb4bb7a61e5372f4030386.16,1,19.405606,-99.188207,2016-07-20 00:57:56.528000,,
8955a97f92f149389e3b223e6889e516.16,1,19.405802,-99.186582,2016-07-14 14:31:37.573000,,
f44441aa7d8b4f7ab2d77a1098f0121c.16,1,19.401057,-99.185257,2016-07-24 20:16:28.711000,,
c587a6bc41984667ae89fef4b6573ee7.16,1,19.405392,-99.185802,2016-07-21 17:11:10.960000,,
6e44cb31800f4acbb196c71b91e11bfd.16,1,19.401895,-99.188701,2016-07-17 22:12:18.553000,,
61323e2d74974281bff69f9c1ed9e7a5.16,1,19.405065,-99.18719,2016-07-24 21:01:13.929000,,
e3790c02277947978c098824c68f1a2c.16,1,19.407106,-99.187214,2016-07-23 03:06:11.520000,,
95385e94370e414696f8bf52cf51babc.16,1,19.407645,-99.187416,2016-07-24 20:40:01.174000,,
7b41dfe2dbe94d07a24571d6b263d454.16,1,19.407897,-99.18957,2016-07-24 02:46:26.751000,,
d5028b15b3804d918a21e630483ffc9e.16,1,19.402983,-99.184811,2016-07-24 18:14:12.605000,,
462c87590e4c40c4a7db2527fa57a430.16,1,19.40094,-99.183312,2016-07-10 20:42:14.961000,,
c71b6fe4735f456dbe363688df860aa6.16,1,19.406954,-99.189033,2016-07-22 15:04:18.488000,,
41c5ad8b68724a0ea732cb539430a832.16,1,19.401308,-99.199464,2016-07-17 00:22:25.510000,,
475ba9399d42455c9c86fbc41d70f13a.16,1,19.400707,-99.200262,2016-07-20 04:50:04.859000,,
374b1daceac744569680d59c4c5151e8.16,1,19.408379,-99.202845,2016-07-24 20:21:32.433000,,
6d081ffbbe134b669d4fed9ff1159c31.12,1,19.410118,-99.20208,2016-07-23 01:23:36.740000,,
8b9fb188ca364c3287096ab1d6142970.16,1,19.406795,-99.20413,2016-07-16 07:04:34.641000,,
a7e624f5c5f2472a81139269321a46ea.16,1,19.406783,-99.204586,2016-07-22 06:03:15.185000,,
3eeeff81614f4a7cbd9782c129e538d6.16,1,19.41096,-99.201556,2016-07-24 19:03:00.685000,,
f10daf1afbd44561a198a865e061090d.16,1,19.407026,-99.204082,2016-07-13 22:15:32.091000,,
a1bd0b19ccf143f9b0f70abe0b059b31.16,1,19.435465,-99.196494,2016-07-19 06:56:04.365000,,
65ed66a2d0c04371b05e2ba7dbb7449a.16,1,19.43425,-99.195505,2016-07-01 01:54:01.009000,,
91881ca53b3f4d8a8b98c46cc4f7d7b5.16,1,19.437964,-99.196187,2016-07-22 23:48:22.931000,,
3c870e9920ab4d3f91f04212aa3ea603.16,1,19.433995,-99.197487,2016-07-24 06:12:47.128000,,
0c8a499495414717b9a52377f65bf2bd.16,1,19.438321,-99.195901,2016-07-01 01:54:01.010000,,
f7c8d615385e4dc48b5983988eb9da8f.16,1,19.437513,-99.197209,2016-07-23 03:06:08.901000,,
357c0c31c40a4684897e7f447deee5f7.16,1,19.435767,-99.198096,2016-07-21 00:11:20.983000,,
f67ad2f9dbed4912bfef78f4d1503e17.16,1,19.438705,-99.196342,2016-07-22 17:52:50.552000,,
1c34df5747b142e3bedfec5ec6817641.16,1,19.433778,-99.198936,2016-07-01 01:54:01.009000,,
1e43bc8018944aaf8c7224acd812c241.16,1,19.438434,-99.19723,2016-07-01 01:54:01.010000,,
5e4b13514a534775ace2dda482d985e9.16,1,19.438054,-99.197633,2016-07-23 01:13:55.714000,,
7415c521ba894d93ad6adbf1f9724943.16,1,19.436725,-99.196353,2016-07-23 21:40:41.845000,,
79703f009f504b808841a770cadc0537.16,1,19.435826,-99.198995,2016-07-24 03:34:19.929000,,
ddbfd1368c21467a815af964eb0fefff.16,1,19.4387,-99.195879,2016-07-24 14:14:16.827000,,
89e0ba5f90fa4187ab4e446aeb038806.16,1,19.433894,-99.195684,2016-07-23 15:16:05.990000,,
8d1a80acc7944ce88c202e3dedac4fda.16,1,19.436007,-99.196908,2016-07-22 07:01:28.359000,,
d519f39179f44da5a72245e26373f355.16,1,19.434413,-99.196476,2016-07-24 06:01:21.284000,,
ed7aa183d86d4baead29b371c7ea8f99.16,1,19.435842,-99.199778,2016-07-23 23:18:01.641000,,
63ac5c22620d4b7084b9de12467fd4d8.16,1,19.433904,-99.196423,2016-07-24 18:57:56.804000,,
e5943041f23c4dd1a047176d9b696c76.16,1,19.434158,-99.199813,2016-07-23 20:11:30.123000,,
606f77c7f6604a91900a9d5252b4812a.16,1,19.409767,-99.183731,2016-07-24 03:16:46.451000,,
20a6afed48834b1bab9137b3973e5042.16,1,19.409424,-99.186267,2016-07-22 04:52:02.244000,,
24e729795dd34b90af5cfb00c9c52156.16,1,19.407569,-99.183528,2016-07-01 01:56:21.694000,,
dacb7c29172741fabc8421f5276fcae6.16,1,19.407449,-99.184599,2016-07-19 17:43:11.209000,,
dec15af560c2415682d7c59053ae9508.16,1,19.407752,-99.186568,2016-07-23 23:23:06.751000,,
a9c1c56cc4f94463a475bbdfec3ec9af.16,1,19.407491,-99.181747,2016-07-22 21:30:25.771000,,
4ba1cc9340b94a6aace911e15e7d0b05.16,1,19.408139,-99.181698,2016-07-15 15:10:22.216000,,
71aaa8f4b4064d1684a941aa20927638.16,1,19.407384,-99.186077,2016-07-21 13:40:52.218000,,
fafa303d1ebc4348bb290b95529efcf2.16,1,19.407746,-99.185685,2016-07-23 02:39:19.336000,,
162e1221fdef44509c7065bbcb25292c.16,1,19.41249,-99.185097,2016-07-17 22:39:00.319000,,
be64fe432f624c5fab17b8fb9b10ba60.16,1,19.412776,-99.185975,2016-07-12 19:28:46.182000,,
8a4a3548672d48cea3b681c283f81faf.16,1,19.409023,-99.181335,2016-07-20 13:47:09.907000,,
149e58aeeef94ee0b53f0b022ec40776.16,1,19.408167,-99.178939,2016-07-24 17:14:23.569000,,
ff9bdd6f8d9248f684c37882713da0de.16,1,19.412005,-99.181334,2016-07-01 01:56:21.694000,,
83dc6710b2f642518fb239dba90cb8bc.16,1,19.407512,-99.180432,2016-07-23 03:32:17.755000,,
8be4939addf14cc59aadcdf1fba11d95.16,1,19.408254,-99.180227,2016-07-23 02:58:47.519000,,
1ae0af64bddc454b8dc180f905b74971.16,1,19.412012,-99.179393,2016-07-24 02:30:34.619000,,
d54796b1e5d94621b24ef442ffe13f9c.16,1,19.412913,-99.180049,2016-07-22 21:55:42.386000,,
9c2b1353da02400e84332c8dc9256408.16,1,19.412167,-99.180664,2016-07-23 15:08:53.544000,,
3845e53cc22547418da0f430f22d5998.16,1,19.410343,-99.180474,2016-07-23 20:28:44.983000,,
3250e537e8dd4e26afe6f68c04ef86be.16,1,19.409163,-99.180791,2016-07-15 00:24:36.629000,,
8d1bae44cb0a4f85b0f422a0e98f9982.16,1,19.41135,-99.181511,2016-07-23 16:11:37.924000,,
cf218621678f4599b1cbfe8152203d4b.16,1,19.412957,-99.181587,2016-07-21 23:35:56.515000,,
ed7a877e4ff947db81848b0385e02dfd.16,1,19.408032,-99.181129,2016-07-15 16:19:02.081000,,
b2f6547cb40c45258603886307855029.16,1,19.40844,-99.195913,2016-07-01 01:58:06.670000,,
96b43d4ff0544749850a8f98cd3b2bba.16,1,19.405088,-99.190086,2016-07-14 02:34:04.184000,,
12a1cc6a18324f71bd1879224fb59d61.16,1,19.406154,-99.190531,2016-07-21 17:37:03.895000,,
491b63d1ba6f44348e93e2442de1b754.16,1,19.407589,-99.190434,2016-07-24 13:18:30.259000,,
39cea8ad5d15453689e594cd2a68621a.16,1,19.410965,-99.195778,2016-07-24 13:52:16.144000,,
11e038d4bbfe4c5f992d521b6d4ffa1e.16,1,19.412012,-99.196358,2016-07-20 18:20:36.458000,,
a564bee670f948d48818ef11276ff350.16,1,19.413267,-99.196298,2016-07-24 20:47:27.100000,,
5169f00b29d84d4a8a43320c4cd7b76a.12,1,19.411061,-99.192431,2016-07-21 21:25:02.483000,,
ba1a417f2509412ba456e8d8cb0d0cd8.16,1,19.408198,-99.192748,2016-07-24 06:30:55.841000,,
171d8d6f06b045fb9742d65a82d0fded.16,1,19.410576,-99.190739,2016-07-23 14:21:28.737000,,
52a65cfd38ba4470a83e84256767390e.16,1,19.416602,-99.197524,2016-07-24 22:15:47.308000,2016-07-24 22:21:47.273000,19
40deb585b83b4efd86eceabe7b8f171a.16,1,19.414716,-99.195815,2016-07-24 11:07:13.137000,,
52eb6569a4d34b13b4dfc57cdee25d51.16,1,19.411421,-99.191121,2016-07-19 21:27:16.262000,,
488fc5afe7694e429c4ae10793aea18c.16,1,19.406451,-99.190766,2016-07-23 01:30:29.623000,,
f82ba0b4f8404678bbf074a70a0c919d.16,1,19.410654,-99.19129,2016-07-23 14:54:27.297000,,
cb7978efc17046d18787eb0c7a6a3ab2.16,1,19.413622,-99.197545,2016-07-17 17:13:13.534000,,
9d550662dbda4ecd856c800ff62083a7.16,1,19.41672,-99.200436,2016-07-24 16:29:09.961000,,
ed1343648ecf402092455515a166a8c0.16,1,19.413476,-99.195809,2016-07-24 20:46:15.488000,,
adf9aef82c154cfbabae5c715f2a68f8.16,1,19.416597,-99.197295,2016-07-24 22:15:46.972000,2016-07-24 22:21:46.849000,74
ca622a0716874f678a38f5198afaa5c1.16,1,19.41355,-99.196348,2016-07-24 19:49:59.085000,,
abfb8d63ecdf4dc086730f4fbbc3da0c.16,1,19.416811,-99.200027,2016-07-24 19:56:14.483000,,
1dc343c848054aef94cf66f89f55b659.16,1,19.407907,-99.192209,2016-07-22 21:20:02.606000,,
f65de64d1ef344f0814a68c3b6b554b0.16,1,19.402032,-99.19207,2016-07-01 01:58:06.667000,,
98f7700efb5c4707900179d08d5fb1d2.16,1,19.404919,-99.19647,2016-07-23 23:36:09.031000,,
b9c2661d96f54db792f4b2c0c6df6ce9.16,1,19.414513,-99.199423,2016-07-23 15:54:20.958000,,
1ae27ebe42ee4112858ba2add149d49e.16,1,19.412126,-99.197366,2016-07-22 00:15:42.922000,,
d2c8062d510f448d93b002a7bfa719b1.16,1,19.411998,-99.195013,2016-07-23 21:50:21.298000,,
ce61b7a2599046be8b381ff19b630972.16,1,19.408418,-99.193894,2016-07-01 01:58:06.669000,,
059cfe6e9cb3438d833aea6a6b0d32d2.16,1,19.413124,-99.194637,2016-07-23 14:23:35.137000,,
caf2222ca16d417ca32808dddf958d29.16,1,19.411787,-99.195268,2016-07-23 21:50:21.883000,,
90ecb1b2d54340d581be7eaba83fb7b8.16,1,19.414309,-99.197512,2016-07-24 16:30:17.376000,,
0870b43be4004caeaf3f56e81c5ee376.16,1,19.411876,-99.191584,2016-07-24 14:22:51.658000,,
f1a6296fb89e4b27862bb3194c94233b.12,1,19.418385,-99.193497,2016-07-24 16:54:02.980000,,
727b141cb67140f3a25d832aee85d2a6.16,1,19.412858,-99.197989,2016-07-23 19:17:44.679000,,
89a86b3d661b4c02b67be08a429a41b5.12,1,19.414227,-99.194549,2016-07-24 18:09:48.191000,,
3a9d9520a6bd4b40954e867922af637a.16,1,19.409211,-99.196681,2016-07-23 04:28:08.415000,,
e0fa491d49f64396bd549a90e2bac238.16,1,19.416059,-99.197842,2016-07-24 18:11:48.316000,,
5a982bca0368462480cd487095ced683.16,1,19.407612,-99.190666,2016-07-24 13:18:21.022000,,
c2d990a49cd74a5baa32263a341e0d5e.16,1,19.407693,-99.191128,2016-07-21 03:43:02.209000,,
49565e5132864a2d9fdb1fc9fde05778.16,1,19.40793,-99.191741,2016-07-01 01:58:06.669000,,
72cff5cca8f34ecf8c3e6e2f0151242d.11,1,19.404264,-99.191774,2016-07-01 01:58:06.667000,,
34f9aca5d47c45ce844fa29c5657ba0d.16,1,19.408368,-99.194719,2016-07-22 19:34:50.740000,,
76f48f7b14344b328303e050581f60be.11,1,19.403509,-99.195301,2016-07-01 01:58:06.667000,,
71be9c22a54c42359c7e29bad6b92e31.16,1,19.41734,-99.196654,2016-07-24 20:18:31.147000,,
01b5d9aef53a4bdeb93da313876d7842.16,1,19.415868,-99.198268,2016-07-24 21:19:02.254000,,
62b8ab9b36974fe59e7d381603f98911.16,1,19.404715,-99.190035,2016-07-01 01:58:06.667000,,
65f32773d10143f887a60bd9570dd4a0.16,1,19.410547,-99.196465,2016-07-01 01:58:06.670000,,
bdcba0e580e84a2ea926ea8cac5df94a.16,1,19.415147,-99.196229,2016-07-24 20:13:32.808000,,
c001d2b8f6fe4f1984a69ae2656e4d36.16,1,19.414842,-99.198734,2016-07-24 18:33:04.378000,,
e7fccff214214d5fb3920c6a394f4a38.16,1,19.404916,-99.190662,2016-07-13 22:06:59.018000,,
9bb846e6311d4e77a00a1fecfbf43278.16,1,19.412565,-99.197086,2016-07-24 12:57:22.536000,,
79fef2541cfb4580a1d3a10a369ed66c.16,1,19.412126,-99.194604,2016-07-24 16:09:42.536000,,
85b9258a2e214fe4872a0c619e538ae1.16,1,19.417151,-99.197043,2016-07-24 20:40:06.951000,,
3b5686b3c669494e8a72dd12f7b2a49d.16,1,19.410409,-99.197497,2016-07-15 12:24:37,,
6c6c946374de4d049657ec424ea5f544.16,1,19.41106,-99.19544,2016-07-24 13:52:09.229000,,
0b02199531384bd5819ec0f6c58321c9.16,1,19.417968,-99.189929,2016-07-21 23:07:40.644000,,
05994347bc164088a1cdcf4bc0263aab.16,1,19.411607,-99.196669,2016-07-22 20:29:40.811000,,
e138dd391e624086a8ba7b1fb2d8dcd9.16,1,19.41463,-99.197918,2016-07-24 19:26:45.977000,,
d9172d70966143d7b6517d7ad9a9674e.16,1,19.418005,-99.199481,2016-07-24 21:17:50.318000,,
020a74da198b47a984f7b69ce120f020.12,1,19.411777,-99.198239,2016-07-24 22:00:52.518000,2016-07-24 22:21:52.478000,23
141bf63145e74402b9fdf3734aed16a2.16,1,19.411468,-99.194269,2016-07-10 22:44:01.875000,,
09e64f9afff64fc290e7302eb0e5f8ef.16,1,19.41133,-99.195741,2016-07-23 23:01:27.849000,,
fee18f4e24374713848050acf0991190.16,1,19.421648,-99.191984,2016-07-23 16:22:30.972000,,
13a0d39d723a47f1a7ee0f834b086ba4.16,1,19.420925,-99.190939,2016-07-24 16:42:14.138000,,
1e5b13dac76e4067ac3dbd64b6e0c6b1.16,1,19.431308,-99.193617,2016-07-23 06:05:48.506000,,
782ce31561b740a992616fff185ea9c9.16,1,19.435458,-99.192845,2016-07-22 03:47:43.405000,,
cfe8e0756f754766b801633032986306.16,1,19.418546,-99.195826,2016-07-01 01:58:06.669000,,
