pokestop_id,enabled,latitude,longitude,last_modified,lure_expiration,active_pokemon_id
98eabbfbc00f48daa500c333d24c4608.16,1,19.260364,-99.649836,2016-07-22 02:19:18.090000,,
80b83b7ac6f448c68956b442411b98a3.16,1,19.257693,-99.644491,2016-07-01 01:59:04.934000,,
9ea5ac642efe4e5d957ba766ab6a628c.16,1,19.265568,-99.645968,2016-07-23 22:18:59.475000,,
4e1fb469aa9743a6b6b3a6df4c500dca.16,1,19.26253,-99.644524,2016-07-24 17:33:18.786000,,
33a6cb0922f84ba99c469eeab8995017.16,1,19.264787,-99.640816,2016-07-01 01:59:04.934000,,
f6c8aec0952e4fbd855a932313be4060.16,1,19.259872,-99.640136,2016-07-22 00:45:06.423000,,
590953c208db4004a8ba7f1a191e1445.16,1,19.260103,-99.638066,2016-07-12 21:52:41.259000,,
15663ec663ba400ca3b9a98ab0968c69.16,1,19.363792,-99.221148,2016-07-23 03:04:25.349000,,
3881335ff6af4a13a5960a19e4d1052f.16,1,19.365292,-99.206772,2016-07-14 12:30:55.324000,,
73abeb97798d4195a8d45a45f07e93c9.16,1,19.362143,-99.202104,2016-07-25 00:50:50.341000,2016-07-25 01:02:50.305000,118
f41d86e285ff47bc88a217ce4e3a1b25.16,1,19.366674,-99.206121,2016-07-24 22:15:59.706000,,
826ea6cab4b04dfb93fc996e71d69cc1.16,1,19.36072,-99.215756,2016-07-24 14:54:26.050000,,
90634a1f55ae46e9b31b05dc3602e6bc.16,1,19.363805,-99.190814,2016-07-23 00:23:06.655000,,
4f9615e0ded44d4b9b7731fa37f2fab0.16,1,19.362831,-99.190944,2016-07-01 01:58:06.673000,,
e09751c2489941888f3d28113498820c.16,1,19.407855,-99.01918,2016-07-24 22:50:30.460000,,
54bff1362a674b3c9e788f20bb887aa2.16,1,19.394896,-98.982529,2016-07-23 03:09:13.442000,,
947659bbf62a4f6cb242e45a57a9963d.16,1,19.377534,-99.010141,2016-07-23 00:44:28.405000,,
b5f2194ac58445cb98219ef42ba98883.16,1,19.380501,-99.003066,2016-07-14 23:26:50.313000,,
ef19322d8d2e49f784d0a9a83a379a37.16,1,19.399413,-99.025612,2016-07-21 06:08:03.847000,,
2910b221ea044544b670e940f9af2469.16,1,19.398695,-99.025265,2016-07-17 04:18:32.318000,,
94e653b2946542e8818ad7a608816c38.16,1,19.394623,-99.020485,2016-07-01 01:55:22.430000,,
fcd37ab36cdd471c9dabf89c5e6c2be5.16,1,19.39488,-99.028195,2016-07-22 23:27:00.513000,,
7d62230b5aee459fa0a7f496e2dcce70.16,1,19.392426,-99.013181,2016-07-01 01:55:22.430000,,
3b198ca16fb941f8a6e0049af7b740ba.16,1,19.394969,-99.018038,2016-07-24 20:11:36.487000,,
e6e48733d57a4d4384a4e13555c09c68.16,1,19.395759,-99.020083,2016-07-24 17:00:27.720000,,
90d9fe2f17de420fbf66ab9e4eb8c51a.16,1,19.397349,-99.022304,2016-07-19 06:54:45.837000,,
8c407f21699d4b668587af3cbdf12c7d.16,1,19.398583,-99.013866,2016-07-20 13:22:04.116000,,
61a903738d2c4ab5a3ca956e860fe182.16,1,19.383668,-98.994385,2016-07-23 04:21:51.549000,,
01d82aaf4d3847c689ab7e99dd0a2dbd.16,1,19.382389,-98.998042,2016-07-25 00:14:27.150000,,
23c0818079704eb69fc0434dab185a75.16,1,19.38823,-99.003956,2016-07-01 01:59:22.649000,,
1c4989b9cb694c808b56a73c8cc543f5.16,1,19.392212,-99.011496,2016-07-01 01:59:22.649000,,
ade185499bae406e8cee46cf4d2417e1.16,1,19.389132,-98.998464,2016-07-22 22:45:51.698000,,
779ae5fe590f4782909a1f53aa7a366a.16,1,19.402893,-98.998614,2016-07-19 06:46:01.695000,,
41a56d065f044542b6bb86ea902a9f06.16,1,19.39938,-99.00132,2016-07-23 21:23:50.196000,,
2d221d94d7e0495ebef0ca0277a45022.16,1,19.399111,-99.000297,2016-07-18 04:37:24.567000,,
4fb92b7d1e1a473e8ef3647a4e0cfda5.16,1,19.399572,-99.00003,2016-07-23 22:22:44.981000,,
2d86f7ea56704f5f82d5457b781e66e2.16,1,19.400554,-98.998255,2016-07-17 05:43:31.174000,,
8e7dddfd77f14f67a518e283b7a83668.16,1,19.393932,-99.003233,2016-07-24 05:02:31.940000,,
77db4066e16449539934e026e91d2140.16,1,19.393483,-99.003716,2016-07-25 00:25:09.530000,,
8c44a24b140d470aafdb49b1400aab49.16,1,19.393845,-99.004381,2016-07-23 22:26:16.092000,,
129faf60441143ee8ac9fb6441f0d988.16,1,19.393361,-99.003193,2016-07-25 00:57:46.287000,2016-07-25 01:12:46.244000,98
88d5d9d680e641dab9a3f60d4766fc33.16,1,19.393671,-99.00189,2016-07-22 00:56:05.070000,,
18d0697ad4354672a308a6e88c4e48fe.16,1,19.393546,-99.002834,2016-07-25 00:21:27.184000,,
5d11d6aa1dad45329c4b1b98b3f869c6.16,1,19.40073,-99.004147,2016-07-24 21:37:31.243000,,
0b272464b90c4338b15232182c521dbb.16,1,19.400057,-99.002772,2016-07-24 01:42:33.463000,,
3a885dfbeaba4c9aa9143f0137d5df21.16,1,19.404333,-99.011887,2016-07-01 01:59:22.650000,,
25f067a7aa1446f982d50c027f494db3.16,1,19.394807,-99.006808,2016-07-25 00:23:57.476000,,
f2e338637ac64758bf3ab7ff7669df93.16,1,19.395244,-99.005672,2016-07-24 23:07:48.997000,,
f84092d758804b11b398b403d3191651.16,1,19.399611,-99.001859,2016-07-23 16:15:34.008000,,
7cf0143bf59442d09208b56014b8d7e6.16,1,19.401657,-99.006196,2016-07-24 22:56:54.030000,,
b47af0f412094f55b908980738dea026.16,1,19.404124,-99.010602,2016-07-01 01:59:22.651000,,
1b28264ecadb4e7b9485c409d6e8a829.16,1,19.403203,-99.009519,2016-07-23 20:08:50.684000,,
ae11596e7f9240a1b4c0872aefbf8f43.16,1,19.395117,-99.005043,2016-07-24 19:45:03.646000,,
46dfe4c4387d4795999cd75ed9041593.16,1,19.314645,-99.309844,2016-07-01 01:56:36.780000,,
c2b23a8204dc43948ecc522082fd7512.16,1,19.313535,-99.310529,2016-07-01 01:56:36.780000,,
8e3339992e414e13b50eca53f990f9fd.16,1,19.314971,-99.309703,2016-07-24 20:10:35.646000,,
d9d3795fd47a4d90a6c2be477889951c.16,1,19.31146,-99.309102,2016-07-01 01:56:36.780000,,
56daba1362164ff0ac741e5094296cc3.16,1,19.312378,-99.310892,2016-07-20 01:10:44.304000,,
4121fe2137154dcca2ff71364d639f47.16,1,19.312741,-99.3109,2016-07-20 00:27:51.927000,,
caaebaaf725c4af4844102be968aefed.16,1,19.399927,-99.167534,2016-07-23 20:49:13.479000,,
fb6ebd297c5740e08db21b2370b20b04.16,1,19.400741,-99.166083,2016-07-24 20:29:53.266000,,
bfa329523ad146bf8ed0343ee09d3b10.16,1,19.39968,-99.167037,2016-07-24 04:14:35.697000,,
6e1fa7a735264431aa6354d957961f2f.16,1,19.410634,-99.174686,2016-07-24 22:10:24.593000,,
799d0513b9f94435980072e96fc4895f.16,1,19.407996,-99.175761,2016-07-19 03:34:45.472000,,
f9ac0178262b46f680fb01f2bf539112.16,1,19.408484,-99.174274,2016-07-18 15:37:03.781000,,
796592a92eb64f439a6c3a86751fb9d5.16,1,19.413305,-99.163126,2016-07-22 21:00:51.162000,,
a57d3d0a89ec4e479407635d65450ca4.16,1,19.411575,-99.171042,2016-07-23 22:14:48.186000,,
895d23d78e13440588b1cf5a5ee088c7.16,1,19.418081,-99.164465,2016-07-24 19:43:50.991000,,
843c554b659d41788b88cca610551c98.11,1,19.409527,-99.171353,2016-07-24 23:48:18.752000,,
1c6e2a83343e41c4949c151cd01a52dc.16,1,19.412867,-99.17254,2016-07-24 21:11:14.507000,,
e97ca1201c1c440483613e86d31e54ae.16,1,19.4171,-99.165741,2016-07-23 03:01:37.477000,,
1b96c87e24ea4534970e251f9b2882d6.16,1,19.409694,-99.169181,2016-07-24 23:41:08.144000,,
27a678fc9031414a883b685f641c1e69.16,1,19.413449,-99.17162,2016-07-22 00:00:53.648000,,
5e683187661c4621b16abfd01d152cca.16,1,19.411676,-99.160338,2016-07-23 02:02:51.945000,,
38988eab9b844cd88f13ed408c4fedcb.16,1,19.417589,-99.163248,2016-07-25 00:30:30.108000,,
e1b1c72f1c8f45b8844d470523c61ee1.16,1,19.412951,-99.167586,2016-07-24 18:18:26.533000,,
e2cc57f247384e28926440a7696ee521.16,1,19.411561,-99.1661,2016-07-24 01:47:10.174000,,
d47a52f0940e4178ab4a4654735d873d.16,1,19.420739,-99.165039,2016-07-22 17:10:17.523000,,
de4424d891d348f6978bbd3e6a6e3c75.16,1,19.412263,-99.169111,2016-07-25 00:58:34.886000,2016-07-25 01:19:34.842000,104
6ceda571196742b8bc557714f8b70b6c.16,1,19.410296,-99.161966,2016-07-17 16:07:12.579000,,
c914d7df614949b19407e50d436660f2.11,1,19.410876,-99.170002,2016-07-25 00:22:52.563000,,
f27f1e49db014f5bbeb01272035bddd4.16,1,19.413881,-99.165307,2016-07-20 00:45:12.350000,,
d95ee727421b4536934bf2e53b569aa0.16,1,19.411157,-99.168873,2016-07-24 22:59:26.323000,,
ea93fbe627614d0cb3e0ca36698d5f65.16,1,19.410912,-99.157693,2016-07-24 06:38:26.578000,,
84a7b1838f864460b78e2bfe1e5ed99c.16,1,19.41205,-99.156883,2016-07-23 20:12:13.159000,,
30c8d17e28ed42f98ab50c6b4dcdab90.16,1,19.416882,-99.162516,2016-07-24 22:24:37.325000,,
66eeefa97afe43c2834cd88af8ed3150.16,1,19.411439,-99.171792,2016-07-24 22:42:11.056000,,
fc08d05133b34612843eedd621ca3337.16,1,19.408953,-99.17139,2016-07-24 16:55:07.304000,,
e29a28712d5d4e47a21ac0e5a5f41125.16,1,19.411439,-99.162279,2016-07-24 03:29:09.193000,,
cdbfd1f00be74234ad0bc6acdf2274fe.16,1,19.422719,-99.167305,2016-07-22 21:11:34.421000,,
efff5c785b4e4e20982fb59043a33f57.16,1,19.41728,-99.161032,2016-07-24 23:47:28.492000,,
cf697afd1b29491aa6f2f0dd726ad4d1.16,1,19.417163,-99.15754,2016-07-24 12:28:37.175000,,
1614f381b32f4651ad8df4aedfbeaa94.16,1,19.414098,-99.166799,2016-07-24 00:54:00.422000,,
3cf13382fa5d4ebc86ec2d84d402ad0b.16,1,19.414069,-99.163334,2016-07-25 01:02:18.452000,2016-07-25 01:17:18.412000,95
4617c8f4b6c14ceb9a1cbe87615772b7.16,1,19.422621,-99.166422,2016-07-22 01:24:53.979000,,
92269b4c260d434baf58ea78ba6a07f8.16,1,19.411677,-99.170394,2016-07-24 20:15:12.024000,,
d92785ceecd447f2b40a700287c90433.16,1,19.416429,-99.159611,2016-07-24 23:14:28.536000,,
1cacd5a28fc24f4b972c4bcde49c1b43.16,1,19.411953,-99.167852,2016-07-24 21:00:29.267000,,
3d6873827cb0417eb4ae05ddd240ab53.16,1,19.412934,-99.16626,2016-07-24 19:21:30.635000,,
1665a878d9844b64bdba1748fa7e4f47.16,1,19.419575,-99.157357,2016-07-23 16:01:31.596000,,
779fe078f2e346d0a08df72504aef6eb.16,1,19.413829,-99.158991,2016-07-22 14:25:12.129000,,
28219ebbb9bf410da2fc3cc8ec9fc6dd.16,1,19.409044,-99.157675,2016-07-22 01:44:26.256000,,
b998f0a151e94c16990d08adb5febb8b.16,1,19.418888,-99.164134,2016-07-23 22:44:07.398000,,
7d5d58b57b5642bcb7dc27c0de6d5bf5.16,1,19.409765,-99.168987,2016-07-24 23:09:18.721000,,
94855b6ecc9f4225844fe2f3195a7bc5.16,1,19.419691,-99.160655,2016-07-17 15:15:47.648000,,
cfe7d5cdb8d54b4697297fd60172fe47.16,1,19.411061,-99.172497,2016-07-24 21:45:39.686000,,
74b7628e516b4971a4ba4657affe3471.16,1,19.413443,-99.162552,2016-07-22 16:33:18.348000,,
93ce113d94e64228aba1a67ed4842b12.16,1,19.418239,-99.167667,2016-07-22 19:51:04.011000,,
9eb62f2e53374ccbab4d82da55a34f0f.16,1,19.41023,-99.163978,2016-07-22 16:11:05.504000,,
39c7fc774d7744a4a309bfe51d998977.16,1,19.41199,-99.167347,2016-07-24 17:15:48.108000,,
724af68d974f479ab4f79aa11ba4fe60.11,1,19.416413,-99.159268,2016-07-24 18:01:46.264000,,
0ae13f7fc7364949832c8fda4aed66b7.11,1,19.412771,-99.169419,2016-07-25 01:02:04.236000,2016-07-25 01:20:04.200000,56
f7283c7bc17b4e18b730f0d3a67e0885.16,1,19.413432,-99.169205,2016-07-25 00:46:58.937000,,
d90d3223fe9d49439b91e5a336f20b51.16,1,19.412603,-99.160615,2016-07-22 01:59:22.571000,,
d59dcd3f94f44f55b0958c14b74e9557.16,1,19.418919,-99.161254,2016-07-01 01:56:21.703000,,
516bd4d81b7347408131d8b2ab3276c9.16,1,19.409482,-99.166188,2016-07-23 17:23:52.720000,,
15092742072f4c8c88234e7cfb6c824e.16,1,19.411111,-99.170504,2016-07-25 00:54:38.078000,2016-07-25 01:18:38.040000,50
dde31ec8fbf44e9db6897008d75dfd05.16,1,19.41169,-99.167465,2016-07-24 22:08:29.040000,,
509a7eb857ed466782c7f16e55896530.16,1,19.417383,-99.159348,2016-07-24 17:18:44.001000,,
9dfeff43a405471b8e32d7c02b417964.16,1,19.41854,-99.162456,2016-07-24 22:52:42.026000,,
53d6173ff9b9437aadeaa15cfd759986.16,1,19.40935,-99.169778,2016-07-15 18:02:07.976000,,
25e52613e7a34d488cbedebaf3ba2903.16,1,19.410597,-99.163575,2016-07-23 16:21:19.384000,,
a11b5d56f72b498e8c11962b725b909f.16,1,19.41988,-99.167425,2016-07-25 01:03:50.823000,2016-07-25 01:18:50.787000,66
b70cb5f12da34076a48301bdc8f91fc4.16,1,19.413893,-99.168984,2016-07-24 21:15:54.458000,,
a911b26ce5fa49719fa4c0a0c05bc7bb.12,1,19.419052,-99.163051,2016-07-24 21:55:44.288000,,
5ad424b0be1e44ecb429ee225a0374db.16,1,19.413043,-99.167946,2016-07-24 21:47:48.901000,,
f14d088a827e4ba2bd51011e6335807e.16,1,19.418587,-99.166164,2016-07-25 00:26:52.180000,,
02a4b5679e58469984f662d4ac9ad286.16,1,19.417731,-99.16224,2016-07-23 01:10:13.344000,,
cbcf7802f95845cfbd08ab42cfff5de5.16,1,19.417386,-99.157099,2016-07-24 04:35:23.067000,,
6db2a3234f4042d78552c00f82d051bd.16,1,19.411366,-99.167862,2016-07-24 00:07:53.862000,,
b27b221275944adfb342028429147bb3.16,1,19.411412,-99.158353,2016-07-01 01:56:21.703000,,
6b32a9ff8d044e0381ec58967f2ca00e.16,1,19.41159,-99.157866,2016-07-20 05:19:16.900000,,
a7f51372a70e4ca38510ea016036d01e.16,1,19.41923,-99.159861,2016-07-24 21:15:46.711000,,
b56f4f20c0ea4623bcfa99e69091863c.16,1,19.409533,-99.170369,2016-07-19 13:24:59.858000,,
2ba6d4bf81634f2f93b8e42338d82156.16,1,19.408195,-99.171844,2016-07-23 23:28:04.497000,,
57026be6ab424dfc94efe6f7d11e1aa6.16,1,19.409433,-99.167393,2016-07-23 13:32:16.286000,,
57dd5e6213f94f5196ded47a2da21cdc.16,1,19.411423,-99.159142,2016-07-21 18:31:31.968000,,
51c9472f35b442dc82035784b59ca35c.16,1,19.420241,-99.157949,2016-07-23 21:28:41.145000,,
6b13a39dd32a46eda1f0030e04ff0fe3.16,1,19.413831,-99.165726,2016-07-01 01:56:21.703000,,
a21d1afaecc44fe38edc799d30e3db4e.16,1,19.416335,-99.162339,2016-07-21 21:21:07.353000,,
69ebb003b9e640658dd58cfeac8fcccb.16,1,19.408456,-99.172413,2016-07-22 17:43:43.190000,,
3d32a8c220394e5da29f368a5b3d7f7b.16,1,19.411524,-99.158504,2016-07-21 23:00:08.299000,,
cb0328acfc974e778ada094b8c8b675d.16,1,19.417607,-99.164064,2016-07-24 20:08:48.483000,,
8ae4eea29b164554b43072f5eb7aede0.16,1,19.419836,-99.156895,2016-07-01 01:56:21.702000,,
2486a86270c24b6cb7d29887589f2f8b.16,1,19.41693,-99.166599,2016-07-20 19:05:47.314000,,
19157c2a49994fa3a2eb4727ab4fe29c.16,1,19.414228,-99.158589,2016-07-21 12:45:38.605000,,
f4b95fd3d0934d2facf4d33888893c72.16,1,19.409863,-99.165874,2016-07-23 17:14:36.640000,,
6a9f558e10174e309e24eceacaa3d0dd.16,1,19.410211,-99.172552,2016-07-24 21:06:22.888000,,
6686fcf443134259a7deb6ae8f2e46a4.16,1,19.412718,-99.163062,2016-07-23 17:11:11.466000,,
ae86b54913664a1f8a7a018b8f42a9e9.16,1,19.416614,-99.157982,2016-07-23 02:43:35.390000,,
4c5555d671644b0f9fd658b5ff4f9320.16,1,19.419468,-99.166275,2016-07-24 21:18:18.279000,,
f00a58b65b3c4e839190e1f2b33ba80c.16,1,19.408539,-99.167851,2016-07-23 01:44:20.718000,,
0c3ac8a6d1c84efe941a790dc4bd0269.16,1,19.41299,-99.171445,2016-07-24 03:30:01.352000,,
bd1afd5ed1a14721b40ba11f2dde8e1d.16,1,19.412052,-99.169411,2016-07-25 00:22:25.072000,,
78ad254e1086465d90c74c05b25a0317.16,1,19.409869,-99.173078,2016-07-23 00:20:34.676000,,
f37e5fcd857d45cea0b76f1b3f93a72f.16,1,19.412699,-99.172713,2016-07-24 21:11:49.231000,,
e7d46efc033c418392b8e005efaf39d6.16,1,19.414438,-99.161864,2016-07-23 21:40:54.578000,,
e0d824bd2e2f486b85ed17a423e07cd6.16,1,19.418237,-99.167003,2016-07-22 20:44:34.311000,,
50b13a126e5347f98da2fe11ff3f37d7.16,1,19.40984,-99.165223,2016-07-24 18:53:15.491000,,
9f053336b2b7445a8439583574c24eff.16,1,19.408534,-99.169713,2016-07-24 17:16:41.504000,,
1b2864f7438e493c912a3927d0e19698.16,1,19.419528,-99.161193,2016-07-18 18:39:35.066000,,
eaf28ae04122424ea36f2b16a457e1ae.16,1,19.413707,-99.17216,2016-07-23 01:22:34.541000,,
2f03199ccb0143969ed575ec41ff789b.16,1,19.408953,-99.1727,2016-07-24 21:02:32.410000,,
ec84926642bf458f96a1b402dfe0e5a1.16,1,19.411802,-99.172199,2016-07-24 07:01:40.089000,,
bb89a3b0e8134d3f92bc0253da742eb5.16,1,19.412143,-99.173201,2016-07-24 22:32:16.448000,,
fabcb408259f488db6b976a87ee96a0a.16,1,19.417051,-99.164529,2016-07-23 02:49:35.468000,,
abc1aeb729c540c4975c157ef646ab95.16,1,19.410495,-99.17295,2016-07-24 16:21:36.182000,,
53d1a346655447b787f7db48d47bab88.16,1,19.416933,-99.159652,2016-07-24 02:06:11.322000,,
8f932d0454294ac7bdb4e2e639a0cc94.16,1,19.418082,-99.159838,2016-07-24 01:22:50.245000,,
f8c1c45f18614db3a6b155473eed21af.11,1,19.411483,-99.169593,2016-07-25 01:17:04.345000,2016-07-25 01:20:04.303000,23
f78256edb02e48d99a92c0f929b02bba.16,1,19.412636,-99.170711,2016-07-20 17:43:30.007000,,
445d47e509d146f3b6507d220d0bfdc1.16,1,19.417225,-99.165169,2016-07-24 12:43:58.841000,,
24c32b0ca7f54d9290222c0046d6e1bf.12,1,19.420227,-99.159077,2016-07-23 16:05:28.045000,,
c67402db341b49298bde8745f9bb3b1e.16,1,19.408446,-99.161367,2016-07-25 01:10:11.963000,2016-07-25 01:19:11.929000,111
5860b653883747c194abe092d459d381.16,1,19.416983,-99.16534,2016-07-24 23:06:32.512000,,
e0770a8726d9444d90d98b4ee8c689d8.16,1,19.419227,-99.159181,2016-07-23 22:04:11.889000,,
18bdaba03b544472b75317061a11a6d3.16,1,19.418507,-99.158619,2016-07-25 00:17:22.686000,,
0455a200fd7f47d3b793c90d05ef8c53.16,1,19.411312,-99.159644,2016-07-23 14:30:08.056000,,
ce9fd4fd989f421b9284119dd20d17f1.16,1,19.415665,-99.15976,2016-07-23 19:28:08.236000,,
eae7c81c97f140cfb02a1ad4e6e76caa.16,1,19.417354,-99.16056,2016-07-24 23:58:46.614000,,
9c4dff8437e14e88afa02b84fd6f5cb8.16,1,19.413121,-99.172654,2016-07-24 21:12:30.880000,,
24feadcfba114baf9c228956aa1b2b1d.16,1,19.410158,-99.162774,2016-07-24 21:42:18.248000,,
1ae8a0ea00a44d47ba4a77856035c4c1.16,1,19.418014,-99.161895,2016-07-23 01:10:31.382000,,
bea2ec74bfff4178aa7acfd647579266.11,1,19.418401,-99.159179,2016-07-24 03:19:54.038000,,
90e761c49ec34a2fac1be03323c13430.16,1,19.40937,-99.171099,2016-07-16 21:15:19.906000,,
d5548fd888c5465d866a5ed3168621b2.16,1,19.413902,-99.160223,2016-07-23 19:56:57.701000,,
f52b542aa3c449619bb6e9c69093b5fe.16,1,19.412908,-99.160488,2016-07-21 01:10:43.031000,,
1d6117ea2e894c52916ab9f20aae261f.16,1,19.415807,-99.159264,2016-07-23 22:38:30.547000,,
d22d544f87de426aaa5ba106d9cc13d6.16,1,19.408915,-99.163572,2016-07-21 17:45:09.074000,,
f28f98da80c54b5ba33efb9fec1e5855.16,1,19.409358,-99.161414,2016-07-25 00:27:00.518000,,
d8c0a12c68b34095838fc4c801c9d8e0.16,1,19.408955,-99.160306,2016-07-24 16:51:56.114000,,
8a19aea5bae24b74877a937f6a046f78.16,1,19.41943,-99.164065,2016-07-25 00:29:17.696000,,
8552e14a7a7f480f8ee8a4aa31be2272.11,1,19.417788,-99.16189,2016-07-23 01:09:26.484000,,
f12f971ed13a4e9da946d370f40c920f.16,1,19.414575,-99.167363,2016-07-22 22:38:42.570000,,
a819a0dd7a8048bba829d3b6adb18d42.16,1,19.419355,-99.162084,2016-07-23 03:44:23.181000,,
f1da4719acb747d9840a23792b3e7d05.16,1,19.413586,-99.161932,2016-07-24 22:40:05.928000,,
76b05c560f4441b1af4731bb84abd239.16,1,19.413541,-99.158669,2016-07-22 05:13:37.036000,,
6ac9c41085724775bcc0a8892f45c94e.11,1,19.408699,-99.169845,2016-07-18 16:26:20.932000,,
8e832ac5cc924e37ada7458db9bed625.11,1,19.418152,-99.160453,2016-07-24 20:01:28.331000,,
0a760380659f4e45b9e7c202a56c137b.16,1,19.410512,-99.170544,2016-07-24 23:32:14.420000,,
999fdcaf364e432e9eb3180031a7fb31.16,1,19.418439,-99.157919,2016-07-24 19:24:19.490000,,
18183b2637f2410a97b56e53a828c360.16,1,19.412774,-99.160921,2016-07-24 21:19:59.565000,,
c995dd1594524aa68812faac769eba0e.16,1,19.410929,-99.168168,2016-07-25 00:56:56.584000,2016-07-25 01:17:56.537000,84
c1ca9bdae82a41f78e14964e06777ffe.16,1,19.412917,-99.165209,2016-07-24 19:22:04.603000,,
909d6678c5dd4fa59814812ff50ed2c1.16,1,19.411301,-99.163088,2016-07-24 21:26:50.354000,,
83a455ab314d47ada1f749d685d27c52.16,1,19.409759,-99.159713,2016-07-24 21:21:46.883000,,
ca938874ffa94577a5e8283500adc3ac.16,1,19.419269,-99.1576,2016-07-22 02:04:07.993000,,
a5d1dcdfcffb44bfb9a1f4c29951d8bb.16,1,19.421063,-99.165489,2016-07-21 22:04:52.986000,,
6fa7195095e84a36b6e355704839ed56.16,1,19.43014,-99.159492,2016-07-23 19:10:50.858000,,
2f3c6dd639c14f56b4b166e0665b2257.16,1,19.430334,-99.160298,2016-07-21 22:18:05.221000,,
9e44e51f230147b481ad174656c7031a.16,1,19.429392,-99.161471,2016-07-24 20:47:54.147000,,
75a1c592f45549c1835591f5cb653be5.16,1,19.428588,-99.162141,2016-07-24 23:44:02.184000,,
40809207607a41768c71e650956e9222.16,1,19.431711,-99.161331,2016-07-22 18:27:44.289000,,
194809debdec4eb9b837e14eeb0eab9b.11,1,19.430136,-99.161378,2016-07-24 20:50:39.135000,,
33a82e08222c4b9b98ec924647218c3f.16,1,19.427314,-99.164611,2016-07-24 22:17:57.197000,,
88fd4987aabc4c1b82b2e5661fe6ff4c.16,1,19.428389,-99.163728,2016-07-25 00:14:06.047000,,
a24af3854bc34fc4ad0d61fdc938495b.16,1,19.427695,-99.161432,2016-07-24 17:36:16.381000,,
c7c2896450ae403bbcb74c308c3bd87d.16,1,19.428083,-99.164266,2016-07-24 00:33:12.812000,,
382429f6fe2a49cca665a97ca3e5dcde.16,1,19.43078,-99.160042,2016-07-23 18:04:44.233000,,
57360a388e6b49cd8642e77dfc8403c6.16,1,19.426421,-99.164638,2016-07-24 19:43:28.518000,,
b48fe7dca70b4c83b264684f79be5362.16,1,19.426752,-99.160075,2016-07-21 00:59:23.392000,,
6f1ca3095e174d54be190756ff89efa5.16,1,19.42811,-99.159628,2016-07-23 00:34:12.385000,,
e42e9e6fcdfa477ebb612cce3408d94c.16,1,19.428502,-99.164868,2016-07-24 20:17:28.615000,,
9fa226d0b1664e308044ad646c93c7b1.16,1,19.427155,-99.162956,2016-07-24 15:58:38.796000,,
38fb1ba801ed4994935925a48aa46ccd.16,1,19.430036,-99.16214,2016-07-24 05:35:39.163000,,
dff1f1ef72ad44378dbe057e6a97e85d.16,1,19.426902,-99.160765,2016-07-20 06:02:24.325000,,
a3d5b43178174dfc81d05e1cd4d79d2a.16,1,19.42949,-99.162023,2016-07-24 18:47:50.215000,,
ccc52f9859bd4c738cde8b074d3e0ef8.16,1,19.430688,-99.160233,2016-07-24 06:46:58.306000,,
bab2bf2c632d4387884449537c496081.16,1,19.428473,-99.159905,2016-07-24 03:51:55.965000,,
35b69522bdef42a085802e1708c609aa.16,1,19.427499,-99.164548,2016-07-24 22:25:44.152000,,
ca75c59138dd45e79e8fd8d1e7bd563a.16,1,19.426739,-99.162499,2016-07-21 16:25:24.813000,,
4f84f597d89849d09fda050969f788c2.16,1,19.427572,-99.161642,2016-07-22 17:55:33.826000,,
b9e89fec3003405a87b7ea478246c2cb.16,1,19.427298,-99.161345,2016-07-22 14:06:38.305000,,
1e5e1f750c904ec8b492bf128cf169ba.16,1,19.429853,-99.159945,2016-07-24 19:50:40.860000,,
b4ca893a281949cabe12298a9c7b4d78.16,1,19.431974,-99.16037,2016-07-18 19:36:14.717000,,
ff12177888aa491bbb38e6b932403ff6.16,1,19.427512,-99.159501,2016-07-22 23:22:47.070000,,
c106e9a5acf24202b98129aff0cf2508.11,1,19.426591,-99.164181,2016-07-25 00:50:44.900000,2016-07-25 01:17:44.769000,27
d4e796dcc9af43bfba92a253f34736bb.16,1,19.428921,-99.161452,2016-07-24 23:18:12.936000,,
5154c6d5a63244e0a41cf2c0c92c100c.16,1,19.427226,-99.162503,2016-07-24 00:33:23.153000,,
ac2b8fe6b1a64669977dc6f3395e955d.16,1,19.431798,-99.161665,2016-07-22 18:27:55.863000,,
3e96a80329b94d02aba705f65ea16604.16,1,19.428241,-99.160677,2016-07-24 05:14:30.498000,,
9a1c8e3c5714494891495cdebf9b89f4.16,1,19.428318,-99.162292,2016-07-24 23:56:03.415000,,
f8723813e54f46d88ae7dcb2ec327408.16,1,19.407264,-99.141073,2016-07-18 01:07:49.856000,,
b7b462b382d041489a25d830134cddcd.16,1,19.398894,-99.134926,2016-07-22 01:14:52.778000,,
f2cf3f63fdd5462b9ce3a35b103f5fac.16,1,19.406764,-99.144568,2016-07-20 04:33:11.005000,,
8125190397574c48aab992dec05f7486.16,1,19.404191,-99.13665,2016-07-18 19:06:25.128000,,
131c914371e748ae992e693169b17a6e.16,1,19.414537,-99.143774,2016-07-23 01:57:32.797000,,
4a24917437df4a858427021e3d1db3f2.16,1,19.39876,-99.143549,2016-07-18 21:03:32.258000,,
3cba2a2a2ea247319708ef51978f7687.16,1,19.399688,-99.145092,2016-07-12 18:10:26.155000,,
38c8ad1304434b259ecdf5b06ee0018b.16,1,19.398923,-99.141282,2016-07-24 05:15:23.507000,,
